url	group	tier	current_length	proposed_length	rule	current_title	proposed_title
https://www.tamsenfadal.com/podcast/parenting-psychologist-hormones-step-parenting-divorce	podcast	auto	102	40	before-colon	#1 Parenting Psychologist: Hormones, Step-Parenting & Divorce | The Tamsen Show Podcast | Tamsen Fadal	#1 Parenting Psychologist | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-1-alcohol-expert-one-drink-a-day-is-ruining-your-health	podcast	auto	102	36	before-colon	The #1 Alcohol Expert: One Drink a Day Is Ruining Your Health | The Tamsen Show Podcast | Tamsen Fadal	The #1 Alcohol Expert | Tamsen Fadal
https://www.tamsenfadal.com/blog/i-was-the-good-girl-for-fifty-five-years-then-i-sat-down-with-jamie-lynn-sigler	blog	editorial	102	67	truncated	I Was the Good Girl for Fifty-Five Years, Then I Sat Down With Jamie Lynn Sigler | Blog | Tamsen Fadal	I Was the Good Girl for Fifty-Five Years, Then I Sat | Tamsen Fadal
https://www.tamsenfadal.com/podcast/how-to-do-it-scared-and-still-succeed-with-sherri-shepherd	podcast	auto	101	54	drop-guest-clause	How to Do It Scared (and Still Succeed) with Sherri Shepherd | The Tamsen Show Podcast | Tamsen Fadal	How to Do It Scared (and Still Succeed) | Tamsen Fadal
https://www.tamsenfadal.com/podcast/how-to-start-dating-again-in-2026-even-if-youve-lost-hope	podcast	editorial	101	69	truncated	How to Start Dating Again in 2026 (Even If You’ve Lost Hope) | The Tamsen Show Podcast | Tamsen Fadal	How to Start Dating Again in 2026 (Even If You’ve Lost | Tamsen Fadal
https://www.tamsenfadal.com/podcast/ready-to-start-dating-again-this-is-the-advice-i-wish-i-had	podcast	editorial	101	69	truncated	Ready to Start Dating Again? This Is the Advice I Wish I Had | The Tamsen Show Podcast | Tamsen Fadal	Ready to Start Dating Again? This Is the Advice I Wish | Tamsen Fadal
https://www.tamsenfadal.com/podcast/what-i-wish-i-knew-at-35-7-hard-truths-that-changed-my-life	podcast	auto	101	39	before-colon	What I Wish I Knew at 35: 7 Hard Truths That Changed My Life | The Tamsen Show Podcast | Tamsen Fadal	What I Wish I Knew at 35 | Tamsen Fadal
https://www.tamsenfadal.com/blog/fda-urged-to-remove-black-box-warning-from-estrogen	blog	editorial	101	64	truncated	Doctors Urge FDA to Remove Black Box Warning from Estrogen for Menopausal Women | Blog | Tamsen Fadal	Doctors Urge FDA to Remove Black Box Warning from | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-fastest-way-to-calm-your-brain-isnt-thinking-harder-its-moving-your-body	blog	editorial	101	64	truncated	The Fastest Way to Calm Your Brain Isn’t Thinking Harder, It’s Moving Your Body | Blog | Tamsen Fadal	The Fastest Way to Calm Your Brain Isn’t Thinking | Tamsen Fadal
https://www.tamsenfadal.com/podcast/stacy-london-reinvent-yourself-and-your-style-in-midlife	podcast	editorial	100	66	truncated	Stacy London: Reinvent Yourself (and Your Style) in Midlife | The Tamsen Show Podcast | Tamsen Fadal	Stacy London: Reinvent Yourself (and Your Style) in | Tamsen Fadal
https://www.tamsenfadal.com/podcast/testosterone-101-everything-you-need-to-know-in-20-minutes	podcast	auto	100	31	before-colon	Testosterone 101: Everything You Need to Know in 20 Minutes | The Tamsen Show Podcast | Tamsen Fadal	Testosterone 101 | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-5-signs-youre-dating-a-narcissist-i-missed-every-one	podcast	editorial	100	69	truncated	The 5 Signs You're Dating a Narcissist (I Missed Every One) | The Tamsen Show Podcast | Tamsen Fadal	The 5 Signs You're Dating a Narcissist (I Missed Every | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-money-expert-how-to-take-back-control-of-your-finances	podcast	auto	100	31	before-colon	The Money Expert: How To Take Back Control of Your Finances | The Tamsen Show Podcast | Tamsen Fadal	The Money Expert | Tamsen Fadal
https://www.tamsenfadal.com/blog/a-sleep-doctors-3-rules-for-better-sleep-in-perimenopause-the-tamsen-show	blog	editorial	100	61	truncated	A Sleep Doctor‚Äôs 3 Rules for Better Sleep in Perimenopause | The Tamsen Show | Blog | Tamsen Fadal	A Sleep Doctor‚Äôs 3 Rules for Better Sleep in | Tamsen Fadal
https://www.tamsenfadal.com/blog/anxiety-isnt-a-malfunction-its-a-signal-your-brain-is-trying-to-protect-you	blog	editorial	100	68	truncated	Anxiety Isn’t a Malfunction, It’s a Signal Your Brain Is Trying to Protect You | Blog | Tamsen Fadal	Anxiety Isn’t a Malfunction, It’s a Signal Your Brain | Tamsen Fadal
https://www.tamsenfadal.com/podcast/belly-fat-101-the-5-simple-habits-that-changed-everything	podcast	editorial	99	62	truncated	Belly Fat 101: The 5 Simple Habits That Changed Everything | The Tamsen Show Podcast | Tamsen Fadal	Belly Fat 101: The 5 Simple Habits That Changed | Tamsen Fadal
https://www.tamsenfadal.com/podcast/choosing-a-child-free-life-5-things-i-wish-i-knew-earlier	podcast	auto	99	41	before-colon	Choosing a Child-Free Life: 5 Things I Wish I Knew Earlier | The Tamsen Show Podcast | Tamsen Fadal	Choosing a Child-Free Life | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-adhd-psychiatrist-how-to-get-your-focus-back-after-40	podcast	auto	99	36	before-colon	The ADHD Psychiatrist: How to Get Your Focus Back After 40 | The Tamsen Show Podcast | Tamsen Fadal	The ADHD Psychiatrist | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-heart-doctor-5-warning-signs-your-heart-is-in-trouble	podcast	auto	99	31	before-colon	The Heart Doctor: 5 Warning Signs Your Heart Is in Trouble | The Tamsen Show Podcast | Tamsen Fadal	The Heart Doctor | Tamsen Fadal
https://www.tamsenfadal.com/podcast/what-no-one-tells-you-about-grief-after-losing-your-mother	podcast	editorial	99	66	truncated	What No One Tells You About Grief After Losing Your Mother | The Tamsen Show Podcast | Tamsen Fadal	What No One Tells You About Grief After Losing Your | Tamsen Fadal
https://www.tamsenfadal.com/podcast/how-to-create-the-career-of-your-dreams-with-marie-forleo	podcast	auto	98	54	drop-guest-clause	How to Create the Career of Your Dreams with Marie Forleo | The Tamsen Show Podcast | Tamsen Fadal	How to Create the Career of Your Dreams | Tamsen Fadal
https://www.tamsenfadal.com/blog/are-you-the-adult-child-of-an-emotionally-immature-parent-the-tamsen-show	blog	editorial	98	65	truncated	Are You the Adult Child of an Emotionally Immature Parent? | The Tamsen Show | Blog | Tamsen Fadal	Are You the Adult Child of an Emotionally Immature | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-menopause-affects-your-mental-health-with-psychiatrist-dr-judith-joseph	blog	auto	98	55	drop-guest-clause	How Menopause Affects Your Mental Health with Psychiatrist Dr. Judith Joseph | Blog | Tamsen Fadal	How Menopause Affects Your Mental Health | Tamsen Fadal
https://www.tamsenfadal.com/blog/living-your-best-life-over-40-with-pretty-ripe-founder-monica-corcoran-harel	blog	auto	98	44	drop-guest-clause	Living Your Best Life Over 40 with Pretty Ripe Founder Monica Corcoran Harel | Blog | Tamsen Fadal	Living Your Best Life Over 40 | Tamsen Fadal
https://www.tamsenfadal.com/podcast/7-leading-doctors-reveal-the-truth-about-hormone-therapy	podcast	editorial	97	63	truncated	7 Leading Doctors Reveal The Truth About Hormone Therapy | The Tamsen Show Podcast | Tamsen Fadal	7 Leading Doctors Reveal The Truth About Hormone | Tamsen Fadal
https://www.tamsenfadal.com/podcast/testosterone-and-menopause-what-every-women-should-know	podcast	auto	97	41	before-colon	Testosterone and Menopause: What Every Women Should Know | The Tamsen Show Podcast | Tamsen Fadal	Testosterone and Menopause | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-1-relationship-expert-on-finding-real-love-after-40	podcast	editorial	97	68	truncated	The #1 Relationship Expert on Finding Real Love After 40 | The Tamsen Show Podcast | Tamsen Fadal	The #1 Relationship Expert on Finding Real Love After | Tamsen Fadal
https://www.tamsenfadal.com/podcast/bobbi-brown-how-to-start-over-when-it-feels-impossible	podcast	auto	96	70	unchanged	Bobbi Brown: How to Start Over When It Feels Impossible | The Tamsen Show Podcast | Tamsen Fadal	Bobbi Brown: How to Start Over When It Feels Impossible | Tamsen Fadal
https://www.tamsenfadal.com/podcast/estrogen-down-there-heres-everything-you-need-to-know	podcast	auto	96	70	unchanged	Estrogen Down There? Here's Everything You Need to Know | The Tamsen Show Podcast | Tamsen Fadal	Estrogen Down There? Here's Everything You Need to Know | Tamsen Fadal
https://www.tamsenfadal.com/podcast/is-hormone-therapy-safe-the-menopause-debate-explained	podcast	auto	96	70	unchanged	Is Hormone Therapy Safe? The Menopause Debate Explained | The Tamsen Show Podcast | Tamsen Fadal	Is Hormone Therapy Safe? The Menopause Debate Explained | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-testosterone-doctor-the-truth-about-womens-libido	podcast	auto	96	70	unchanged	The Testosterone Doctor: The Truth About Women’s Libido | The Tamsen Show Podcast | Tamsen Fadal	The Testosterone Doctor: The Truth About Women’s Libido | Tamsen Fadal
https://www.tamsenfadal.com/blog/are-you-passing-down-your-pain-the-truth-about-mother-daughter-body-image	blog	editorial	96	62	truncated	Are You Passing Down Your Pain? The Truth About Mother-Daughter Body Image | Blog | Tamsen Fadal	Are You Passing Down Your Pain? The Truth About | Tamsen Fadal
https://www.tamsenfadal.com/blog/telehealth-menopause-options-to-know-about	blog	editorial	96	67	truncated	Can't Find a Menopause Doctor? Here Are 7 Telehealth Options to Know About | Blog | Tamsen Fadal	Can't Find a Menopause Doctor? Here Are 7 Telehealth | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-gut-doctor-how-to-boost-energy-and-lose-belly-fat	podcast	auto	95	69	unchanged	The Gut Doctor: How to Boost Energy and Lose Belly Fat | The Tamsen Show Podcast | Tamsen Fadal	The Gut Doctor: How to Boost Energy and Lose Belly Fat | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-truth-about-mammograms-hormones-and-dense-breasts	podcast	auto	95	69	unchanged	The Truth About Mammograms, Hormones and Dense Breasts | The Tamsen Show Podcast | Tamsen Fadal	The Truth About Mammograms, Hormones and Dense Breasts | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-emotional-habits-that-might-be-holding-you-back-more-than-you-realize	blog	editorial	95	66	truncated	The Emotional Habits That Might Be Holding You Back More Than You Realize | Blog | Tamsen Fadal	The Emotional Habits That Might Be Holding You Back | Tamsen Fadal
https://www.tamsenfadal.com/podcast/sleep-expert-reveals-whats-ruining-your-sleep	podcast	auto	94	68	unchanged	The #1 Sleep Expert Reveals What’s Ruining Your Sleep | The Tamsen Show Podcast | Tamsen Fadal	The #1 Sleep Expert Reveals What’s Ruining Your Sleep | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-hair-loss-doctor-what-works-and-whats-a-waste	podcast	auto	94	68	unchanged	The Hair Loss Doctor: What Works (And What’s a Waste) | The Tamsen Show Podcast | Tamsen Fadal	The Hair Loss Doctor: What Works (And What’s a Waste) | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-menopause-gut-how-to-beat-bloating-and-belly-fat	podcast	auto	94	68	unchanged	The Menopause Gut: How to Beat Bloating and Belly Fat | The Tamsen Show Podcast | Tamsen Fadal	The Menopause Gut: How to Beat Bloating and Belly Fat | Tamsen Fadal
https://www.tamsenfadal.com/podcast/top-psychiatrist-reveals-what-women-are-getting-wrong	podcast	auto	94	68	unchanged	Top Psychiatrist Reveals What Women Are Getting Wrong | The Tamsen Show Podcast | Tamsen Fadal	Top Psychiatrist Reveals What Women Are Getting Wrong | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-midlife-divorce-is-rising-and-how-women-decide-whether-to-stay-or-go	blog	editorial	94	65	truncated	Why Midlife Divorce Is Rising and How Women Decide Whether to Stay or Go | Blog | Tamsen Fadal	Why Midlife Divorce Is Rising and How Women Decide | Tamsen Fadal
https://www.tamsenfadal.com/podcast/adhd-or-perimenopause-the-signs-youve-been-missing	podcast	auto	93	67	unchanged	ADHD or Perimenopause? The Signs You’ve Been Missing | The Tamsen Show Podcast | Tamsen Fadal	ADHD or Perimenopause? The Signs You’ve Been Missing | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-become-the-person-who-has-the-life-you-want-with-elizabeth-gould	blog	auto	93	65	drop-guest-clause	How to Become the Person Who Has the Life You Want with Elizabeth Gould | Blog | Tamsen Fadal	How to Become the Person Who Has the Life You Want | Tamsen Fadal
https://www.tamsenfadal.com/blog/this-routine-makes-me-feel-33-at-53	blog	editorial	93	69	truncated	The Stretch and Mobility Routine That Makes Me Feel 33 at the Age of 53 | Blog | Tamsen Fadal	The Stretch and Mobility Routine That Makes Me Feel 33 | Tamsen Fadal
https://www.tamsenfadal.com/advocacy	static	editorial	92	70	truncated	Menopause Advocacy | The Menopause Action Plan (MAP) by Women's Health Advocate Tamsen Fadal	Menopause Advocacy | The Menopause Action Plan (MAP) by | Tamsen Fadal
https://www.tamsenfadal.com/podcast/everything-your-doctor-didnt-learn-about-menopause	podcast	auto	92	66	unchanged	Everything Your Doctor Didn’t Learn About Menopause | The Tamsen Show Podcast | Tamsen Fadal	Everything Your Doctor Didn’t Learn About Menopause | Tamsen Fadal
https://www.tamsenfadal.com/podcast/a-divorce-attorneys-guide-to-leaving-a-narcissist	podcast	auto	91	65	unchanged	A Divorce Attorney’s Guide to Leaving a Narcissist | The Tamsen Show Podcast | Tamsen Fadal	A Divorce Attorney’s Guide to Leaving a Narcissist | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-real-reason-you-feel-stuck-and-how-to-fix-it	podcast	auto	91	65	unchanged	The Real Reason You Feel Stuck (and How to Fix It) | The Tamsen Show Podcast | Tamsen Fadal	The Real Reason You Feel Stuck (and How to Fix It) | Tamsen Fadal
https://www.tamsenfadal.com/blog/3-secrets-to-great-sex-during-menopause-beyond	blog	editorial	91	64	truncated	You are Not Broken! 3 Secrets to Great Sex During Menopause & Beyond! | Blog | Tamsen Fadal	You are Not Broken! 3 Secrets to Great Sex During | Tamsen Fadal
https://www.tamsenfadal.com/blog/6-tips-to-navigate-midlife-transitions-from-divorce-to-menopause	blog	editorial	91	70	truncated	6 Tips to Navigate Any Midlife Transition (from Divorce to Menopause) | Blog | Tamsen Fadal	6 Tips to Navigate Any Midlife Transition (from Divorce | Tamsen Fadal
https://www.tamsenfadal.com/blog/everything-you-think-you-know-about-hormone-balance-is-probably-wrong	blog	editorial	91	69	truncated	Everything You Think You Know About Hormone Balance Is Probably Wrong | Blog | Tamsen Fadal	Everything You Think You Know About Hormone Balance Is | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-improve-your-memory-and-unleash-your-super-brain-with-jim-kwik	blog	auto	91	70	drop-guest-clause	How To Improve Your Memory and Unleash Your Super Brain with Jim Kwik | Blog | Tamsen Fadal	How To Improve Your Memory and Unleash Your Super Brain | Tamsen Fadal
https://www.tamsenfadal.com/blog/can-your-body-really-heal-after-you-quit-drinking-the-tamsen-show	blog	auto	90	65	unchanged	Can Your Body Really Heal After You Quit Drinking? | The Tamsen Show | Blog | Tamsen Fadal	Can Your Body Really Heal After You Quit Drinking? | Tamsen Fadal
https://www.tamsenfadal.com/blog/egg-quality-vs-egg-count-and-what-the-biological-clock-really-means	blog	editorial	90	70	truncated	Egg Quality vs. Egg Count and What the Biological Clock Really Means | Blog | Tamsen Fadal	Egg Quality vs. Egg Count and What the Biological Clock | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-start-living-with-integrity-let-go-of-fear-with-martha-beck	blog	auto	90	66	drop-guest-clause	How To Start Living With Integrity & Let Go of Fear with Martha Beck | Blog | Tamsen Fadal	How To Start Living With Integrity & Let Go of Fear | Tamsen Fadal
https://www.tamsenfadal.com/blog/signs-and-symptoms-of-perimenopause	blog	editorial	90	70	truncated	What is Perimenopause? Discover the Signs + Symptoms of Puberty 2.0! | Blog | Tamsen Fadal	What is Perimenopause? Discover the Signs + Symptoms of | Tamsen Fadal
https://www.tamsenfadal.com/blog/supplements-and-fertility-what-actually-helps-and-what-can-backfire	blog	editorial	90	70	truncated	Supplements and Fertility, What Actually Helps and What Can Backfire | Blog | Tamsen Fadal	Supplements and Fertility, What Actually Helps and What | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-brain-in-menopause-and-why-confidence-feels-different-in-midlife	blog	editorial	90	62	truncated	The Brain in Menopause and Why Confidence Feels Different in Midlife | Blog | Tamsen Fadal	The Brain in Menopause and Why Confidence Feels | Tamsen Fadal
https://www.tamsenfadal.com/podcast/5-relationship-red-flags-even-smart-women-ignore	podcast	auto	89	63	unchanged	5 Relationship Red Flags Even Smart Women Ignore | The Tamsen Show Podcast | Tamsen Fadal	5 Relationship Red Flags Even Smart Women Ignore | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-4-shifts-you-need-to-start-your-next-chapter	podcast	auto	89	63	unchanged	The 4 Shifts You Need to Start Your Next Chapter | The Tamsen Show Podcast | Tamsen Fadal	The 4 Shifts You Need to Start Your Next Chapter | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-menopause-does-to-your-relationships-and-what-nobody-told-us	blog	editorial	89	66	truncated	What Menopause Does to Your Relationships (And What Nobody Told Us) | Blog | Tamsen Fadal	What Menopause Does to Your Relationships (And What | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-metabolic-health-shapes-menopause-weight-energy-and-brain-fog	blog	editorial	89	67	truncated	Why Metabolic Health Shapes Menopause Weight, Energy, and Brain Fog | Blog | Tamsen Fadal	Why Metabolic Health Shapes Menopause Weight, Energy | Tamsen Fadal
https://www.tamsenfadal.com/podcast/what-ive-learned-after-35-years-without-my-mom	podcast	auto	88	62	unchanged	What I've Learned After 35 Years Without My Mom | The Tamsen Show Podcast | Tamsen Fadal	What I've Learned After 35 Years Without My Mom | Tamsen Fadal
https://www.tamsenfadal.com/blog/3-things-i-learned-about-menopause-belly-fat-from-a-leading-doctor	blog	editorial	88	66	truncated	3 Things I Learned About Menopause Belly Fat From a Leading Doctor | Blog | Tamsen Fadal	3 Things I Learned About Menopause Belly Fat From a | Tamsen Fadal
https://www.tamsenfadal.com/blog/i-lost-5-pounds-of-muscle-here-are-5-things-i-wish-i-knew-sooner	blog	editorial	88	68	truncated	I lost 5 pounds of muscle. Here are 5 things I wish I knew sooner. | Blog | Tamsen Fadal	I lost 5 pounds of muscle. Here are 5 things I wish I | Tamsen Fadal
https://www.tamsenfadal.com/blog/i-lost-two-pounds-of-muscle-heres-what-im-doing-to-gain-it-back	blog	editorial	88	68	truncated	I Lost Two Pounds Of Muscle, Here’s What I’m Doing To Gain It Back | Blog | Tamsen Fadal	I Lost Two Pounds Of Muscle, Here’s What I’m Doing To | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-problem-with-microdosing-glp-1s-and-what-you-should-do-instead	blog	editorial	88	70	truncated	The Problem With Microdosing GLP-1s And What You Should Do Instead | Blog | Tamsen Fadal	The Problem With Microdosing GLP-1s And What You Should | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-divorce-attorneys-wish-women-knew-before-marriage-and-prenups	blog	editorial	88	69	truncated	What Divorce Attorneys Wish Women Knew Before Marriage and Prenups | Blog | Tamsen Fadal	What Divorce Attorneys Wish Women Knew Before Marriage | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-the-best-thing-you-can-do-right-now-is-stop-following-the-plan	blog	editorial	88	62	truncated	Why the Best Thing You Can Do Right Now Is Stop Following the Plan | Blog | Tamsen Fadal	Why the Best Thing You Can Do Right Now Is Stop | Tamsen Fadal
https://www.tamsenfadal.com/blog/5-things-every-woman-needs-to-start-doing-now-for-her-future-self	blog	editorial	87	68	truncated	5 Things Every Woman Needs to Start Doing Now for Her Future Self | Blog | Tamsen Fadal	5 Things Every Woman Needs to Start Doing Now for Her | Tamsen Fadal
https://www.tamsenfadal.com/blog/losing-stubborn-belly-fat-in-menopause-with-dr-mary-claire-haver	blog	auto	87	53	drop-guest-clause	Losing Stubborn Belly Fat in Menopause with Dr. Mary Claire Haver | Blog | Tamsen Fadal	Losing Stubborn Belly Fat in Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-happens-when-a-man-goes-through-menopause-the-tamsen-show	blog	auto	87	62	unchanged	What Happens When a Man Goes Through Menopause? | The Tamsen Show | Blog | Tamsen Fadal	What Happens When a Man Goes Through Menopause? | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-happens-when-women-say-the-quiet-parts-out-loud-in-menopause	blog	editorial	87	70	truncated	What Happens When Women Say the Quiet Parts Out Loud in Menopause | Blog | Tamsen Fadal	What Happens When Women Say the Quiet Parts Out Loud in | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-so-many-women-feel-unprepared-for-perimenopause-and-menopause	blog	editorial	87	70	truncated	Why So Many Women Feel Unprepared for Perimenopause and Menopause | Blog | Tamsen Fadal	Why So Many Women Feel Unprepared for Perimenopause and | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-4-tools-that-rebuild-your-confidence-fast	podcast	auto	86	60	unchanged	The 4 Tools That Rebuild Your Confidence Fast | The Tamsen Show Podcast | Tamsen Fadal	The 4 Tools That Rebuild Your Confidence Fast | Tamsen Fadal
https://www.tamsenfadal.com/blog/dominique-sachse-talks-retirement-book-and-reinvention-past-50	blog	editorial	86	59	truncated	Dominique Sachse Talks Retirement, Book, and Reinvention Past 50 | Blog | Tamsen Fadal	Dominique Sachse Talks Retirement, Book, and | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-chanel-rule-for-your-calendar-and-other-habits-that-save-you	blog	editorial	86	70	truncated	The Chanel Rule for Your Calendar and Other Habits That Save You | Blog | Tamsen Fadal	The Chanel Rule for Your Calendar and Other Habits That | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-invisible-labels-of-wanted-vs-unwanted-driving-your-burnout	blog	editorial	86	66	truncated	The Invisible Labels of Wanted vs. Unwanted Driving Your Burnout | Blog | Tamsen Fadal	The Invisible Labels of Wanted vs. Unwanted Driving | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-i-finally-understand-about-the-relationships-that-shaped-me	blog	editorial	86	69	truncated	What I Finally Understand About the Relationships That Shaped Me | Blog | Tamsen Fadal	What I Finally Understand About the Relationships That | Tamsen Fadal
https://www.tamsenfadal.com/podcast/how-to-set-boundaries-without-feeling-guilty	podcast	auto	85	59	unchanged	How to Set Boundaries Without Feeling Guilty | The Tamsen Show Podcast | Tamsen Fadal	How to Set Boundaries Without Feeling Guilty | Tamsen Fadal
https://www.tamsenfadal.com/blog/5-things-that-actually-moved-the-needle-on-belly-fat-in-midlife	blog	editorial	85	70	truncated	5 Things That Actually Moved the Needle on Belly Fat in Midlife | Blog | Tamsen Fadal	5 Things That Actually Moved the Needle on Belly Fat in | Tamsen Fadal
https://www.tamsenfadal.com/blog/cognitive-changes-during-menopause	blog	editorial	85	68	truncated	Groundbreaking Study Reveals Cognitive Changes During Menopause | Blog | Tamsen Fadal	Groundbreaking Study Reveals Cognitive Changes During | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-thing-running-your-relationships-that-nobody-told-you-about	blog	editorial	85	68	truncated	The Thing Running Your Relationships That Nobody Told You About | Blog | Tamsen Fadal	The Thing Running Your Relationships That Nobody Told | Tamsen Fadal
https://www.tamsenfadal.com/podcast/add-7-years-to-your-life-with-these-6-steps	podcast	auto	84	58	unchanged	Add 7 Years To Your Life With These 6 Steps | The Tamsen Show Podcast | Tamsen Fadal	Add 7 Years To Your Life With These 6 Steps | Tamsen Fadal
https://www.tamsenfadal.com/podcast/the-5-hard-truths-i-learned-from-my-divorce	podcast	auto	84	58	unchanged	The 5 Hard Truths I Learned From My Divorce | The Tamsen Show Podcast | Tamsen Fadal	The 5 Hard Truths I Learned From My Divorce | Tamsen Fadal
https://www.tamsenfadal.com/blog/dont-reset-but-reprioritize-in-the-new-year-with-dr-spirit	blog	auto	84	61	drop-guest-clause	Don‚Äôt Reset but Reprioritize in the New Year with Dr. Spirit | Blog | Tamsen Fadal	Don‚Äôt Reset but Reprioritize in the New Year | Tamsen Fadal
https://www.tamsenfadal.com/blog/makeup-for-mature-skin-with-laura-geller	blog	auto	84	35	drop-guest-clause	Makeup For Women 40+ with Celebrity Makeup Artist Laura Geller | Blog | Tamsen Fadal	Makeup For Women 40+ | Tamsen Fadal
https://www.tamsenfadal.com/blog/new-menopause-in-the-workplace-study	blog	editorial	84	67	truncated	Groundbreaking Study Sheds Light on Menopause in the Workplace | Blog | Tamsen Fadal	Groundbreaking Study Sheds Light on Menopause in the | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-people-who-change-us-and-why-we-need-them-more-than-ever	blog	editorial	84	66	truncated	The People Who Change Us (and Why We Need Them More Than Ever) | Blog | Tamsen Fadal	The People Who Change Us (and Why We Need Them More | Tamsen Fadal
https://www.tamsenfadal.com/menopause-education-hub/the-mens-guide-to-understanding-menopause	hub	auto	84	57	unchanged	The Men’s Guide to Understanding Menopause  | Menopause Education Hub | Tamsen Fadal	The Men’s Guide to Understanding Menopause | Tamsen Fadal
https://www.tamsenfadal.com/podcast/thinking-about-a-career-change-start-here	podcast	auto	83	57	unchanged	Thinking About a Career Change? Start Here | The Tamsen Show Podcast | Tamsen Fadal	Thinking About a Career Change? Start Here | Tamsen Fadal
https://www.tamsenfadal.com/blog/foodies-will-love-clinton-kellys-fashion-vs-style-metaphor	blog	editorial	83	67	truncated	Foodies Will Love Clinton Kelly‚Äôs Fashion vs Style Metaphor | Blog | Tamsen Fadal	Foodies Will Love Clinton Kelly‚Äôs Fashion vs Style | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-break-bad-habits-with-vibrantdoc-dr-stacie-stephenson	blog	auto	83	38	drop-guest-clause	How to Break Bad Habits with VibrantDoc Dr. Stacie Stephenson | Blog | Tamsen Fadal	How to Break Bad Habits | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-quiet-breaking-point-so-many-women-reach-in-perimenopause	blog	editorial	83	62	truncated	The Quiet Breaking Point So Many Women Reach in Perimenopause | Blog | Tamsen Fadal	The Quiet Breaking Point So Many Women Reach in | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-your-pharmacist-knows-that-your-doctor-isnt-telling-you	blog	editorial	83	64	truncated	What Your Pharmacist Knows That Your Doctor Isn't Telling You | Blog | Tamsen Fadal	What Your Pharmacist Knows That Your Doctor Isn't | Tamsen Fadal
https://www.tamsenfadal.com/podcast/naomi-watts-what-i-wish-i-knew-in-my-30s	podcast	auto	82	56	unchanged	Naomi Watts: What I Wish I Knew In My 30s | The Tamsen Show Podcast | Tamsen Fadal	Naomi Watts: What I Wish I Knew In My 30s | Tamsen Fadal
https://www.tamsenfadal.com/blog/everything-a-sleep-expert-wants-you-to-know-about-your-sleep	blog	editorial	82	69	truncated	Everything a Sleep Expert Wants You to Know About Your Sleep | Blog | Tamsen Fadal	Everything a Sleep Expert Wants You to Know About Your | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-happens-during-menopause-with-catherine-balsam-schwaber	blog	auto	82	44	drop-guest-clause	What Happens During Menopause with Catherine Balsam-Schwaber | Blog | Tamsen Fadal	What Happens During Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-happens-to-your-body-when-you-drink-alcohol-in-midlife	blog	editorial	82	66	truncated	What Happens to Your Body When You Drink Alcohol in Midlife? | Blog | Tamsen Fadal	What Happens to Your Body When You Drink Alcohol in | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-dating-multiple-people-can-help-you-choose-the-right-one	blog	editorial	82	65	truncated	Why Dating Multiple People Can Help You Choose the Right One | Blog | Tamsen Fadal	Why Dating Multiple People Can Help You Choose the | Tamsen Fadal
