Asset name,Asset link,Type,Bandwidth (bytes),File size (bytes),Requests,Change %,Where,Used by
5ff57820c870f68e622fcf90_pae_cover_1-p-2000.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655f3281f398de6d789ed44a_5ff57820c870f68e622fcf90_pae_cover_1-p-2000.jpeg,Image,498481,30522,16,,20 things you should have in your Public Affairs toolbox,"20 things you should have in your Public Affairs toolbox in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, Let’s talk about ethics and image of Public Affairs in Blog Articles"
Artboard 1 copy 13@4x-Ulobby_SoMe-p-1080.jpg,,Image,467997,19500,24,,,
Artboard 1 copy 16@4x-Ulobby_SoMe-p-2600.jpg,,Image,465393,66485,7,,,
Artboard 1 copy 20@4x-Ulobby_SoMe-p-1600.jpg,,Image,464720,51636,9,,,
/webflow.d7e944e0.4b755745a14e289b.js,,JavaScript,450017,3192,141,,Code,
mogens portrait 2021-p-500.jpg,,Image,445400,63629,7,,,
Bertel 2-p-1600.webp,,Image,444205,222103,2,,,
AD_4nXetMdha25srDgU_7ANYftkoi-6X2DH7Hg8X2bzw6ThlL2Jb6y0Z1VMHuG6gCnhHdUUhawE_QTPYPwhNMMWAe52og4yG8os--zYpNKfaPTalWhEXLn2Bc1bD8j19nrRZzVzkfYoaOg.png,,Image,433908,61987,7,,,
Artboard 1 copy 18@4x-Ulobby_SoMe-p-500.jpg,,Image,433835,11417,38,,,
5ff57820c870f68e622fcf90_pae_cover_1-p-1080.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655f3281f398de6d789ed44a_5ff57820c870f68e622fcf90_pae_cover_1-p-1080.jpeg,Image,429487,14136,29,,20 things you should have in your Public Affairs toolbox,"20 things you should have in your Public Affairs toolbox in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, Let’s talk about ethics and image of Public Affairs in Blog Articles"
Artboard 1 copy 16@4x-Ulobby_SoMe-p-800.jpg,,Image,418706,15508,27,,,
J85A7163-p-2600.webp,,Image,401465,401465,1,,,
AD_4nXdmZ2Jr6jaTTom-_OKqEE7ab61aMMmOE1XBR9LJE9gu2EZWQnYuVMg1aHkP2gVJoOwa_tjdgJF-QYAVWRY38R7mxHAEkR9paS6cM0YcF_2uHhWjgOuA-d6B-4XEOKKhKiHEF4Ktqw.png,,Image,385429,55061,7,,,
image15.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/6564b5f88ef57866e409637b_image15.jpeg,Image,382402,94763,5,,Reiciendis Rerum Voluptatem Et,Reiciendis Rerum Voluptatem Et in Landing Pages
Artboard 1 copy 13@4x-Ulobby_SoMe-p-800.jpg,,Image,377332,13476,28,,,
Kopi af Mariann _web_@1x.webp,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655b3244056f1bc18355e69e_Kopi%20af%20Mariann%20_web_%401x.webp,Image,354410,58404,6,,(deleted),
Artboard 1 copy 13@4x-Ulobby_SoMe-p-3200.jpg,,Image,326676,81669,4,,,
Artboard 1 copy 16@4x-Ulobby_SoMe-p-1600.jpg,,Image,326075,36231,9,,,
image14.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/6564b5f88ef57866e4096390_image14.jpeg,Image,322194,106501,4,,Reiciendis Rerum Voluptatem Et,Reiciendis Rerum Voluptatem Et in Landing Pages
Kopi af Sosun 2 _web_@1x.webp,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655f2f6632ab6898db47f75b_Kopi%20af%20Sosun%202%20_web_%401x.webp,Image,321505,52934,6,,(deleted),
image17.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/6564b5f88ef57866e409636f_image17.jpeg,Image,316703,104668,4,,Reiciendis Rerum Voluptatem Et,Reiciendis Rerum Voluptatem Et in Landing Pages
Artboard 1 copy 17@4x-Ulobby_SoMe-p-2600.jpg,,Image,315266,105089,3,,,
Artboard 1 copy 17@4x-Ulobby_SoMe-p-500.jpg,,Image,311210,13531,23,,,
Bertel 2-p-1080.webp,,Image,307081,76770,4,,,
Ulobby-Touchpoints_02_redbg _web_@1x-p-800.webp,,Image,306499,30650,10,,,
Ulobby-Data-Driven-Reports_greenbg _web_@1x-p-800.webp,,Image,303001,60600,5,,,
5ffc2fb64c3eb132cd1a04b9_Sk%C3%A6rmbillede%202021-01-11%20kl.%2011.59.52-p-1080.png,,Image,301884,50314,6,,,
Kopi af Anders 2 _web_@1x-p-500.webp,,Image,298624,42661,7,,,
plansbg-p-500.png,https://cdn.prod.website-files.com/65377b9b48dc025491f04eba/653a5d487e07d7b7093906b3_plansbg-p-500.png,Image,296892,31407,16,,Assets,
Artboard 1 copy 20@4x-Ulobby_SoMe-p-500.jpg,,Image,290245,10366,28,,,
Skærmbillede 2026-03-16 kl. 13.17.45-p-500.png,,Image,268780,44797,6,,,
AD_4nXfEh9j152lL8Ay_9hg3OKttmQUv-Q4vFYGljGVVaxJ7aeDrXErl_K-oht8XD5eM0dNKKxbKrT1icgmrHaXBHWkFfJgMuDveiHeI8c1O8QkBzRk6qZmuFJ2hZqMUVRIM8PQqAivUTg.png,,Image,260255,52051,5,,,
J85A7163-p-2000.webp,,Image,258907,258907,1,,,
Ulobby-Stakeholder-Map_redbg _web_@1x-p-800.webp,,Image,252923,25292,10,,,
J85A7185 _web_@1x.webp,https://cdn.prod.website-files.com/65377b9b48dc025491f04eba/655b4cb3cce334dacfe189d0_J85A7185%20_web_%401x.webp,Image,238924,238234,1,,Assets,
676174f58f8370fe78fe48ae_Number%20of%20tweets%20by%20MP%27s.png,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/676174f58f8370fe78fe48ae_Number%20of%20tweets%20by%20MP%27s.png,Image,219910,19302,12,,CMS,
5ff57820c870f68e622fcf90_pae_cover_1-p-2600.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655f3281f398de6d789ed44a_5ff57820c870f68e622fcf90_pae_cover_1-p-2600.jpeg,Image,216670,42672,5,,20 things you should have in your Public Affairs toolbox,"20 things you should have in your Public Affairs toolbox in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, Let’s talk about ethics and image of Public Affairs in Blog Articles"
Kopi af Raul1 _web_@1x.webp,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655b3274259d51aad1d72701_Kopi%20af%20Raul1%20_web_%401x.webp,Image,214473,42244,5,,Jose Raul Perez Frias,Jose Raul Perez Frias in Team Members
Artboard 1 copy 16@4x-Ulobby_SoMe-p-500.jpg,,Image,211691,8468,25,,,
Ulobby-Issue-overview-screen_greenbg _web_@1x-p-800.webp,,Image,203232,25404,8,,,
gdpr logo-p-800.png,,Image,195115,13937,14,,,
676175151d5f30432f4325d1_Median%20number%20of%20tweets%20pr.%20MP.png,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/676175151d5f30432f4325d1_Median%20number%20of%20tweets%20pr.%20MP.png,Image,192851,20723,10,,CMS,
5ffc2fb64c3eb132cd1a04b9_Sk%C3%A6rmbillede%202021-01-11%20kl.%2011.59.52-p-1600.png,,Image,189240,94620,2,,,
J85A7163-p-1600.webp,,Image,178489,178489,1,,,
Artboard 1 copy 13@4x-Ulobby_SoMe-p-500.jpg,,Image,176068,7336,24,,,
paengine-p-800.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/65ca228f95af8815ea510201_paengine-p-800.jpeg,Image,173255,9553,17,,Public Affairs trends 2024: What should we expect?,Public Affairs trends 2024: What should we expect? in Blog Articles
67617522ff5521bd2a9d07a6_Active%20MP%27s%20on%20X.png,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/67617522ff5521bd2a9d07a6_Active%20MP%27s%20on%20X.png,Image,170011,16282,11,,CMS,
5ff57820c870f68e622fcf90_pae_cover_1-p-1600.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655f3281f398de6d789ed44a_5ff57820c870f68e622fcf90_pae_cover_1-p-1600.jpeg,Image,166209,23107,7,,20 things you should have in your Public Affairs toolbox,"20 things you should have in your Public Affairs toolbox in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, 20 things you should have in your Public Affairs toolbox (Part 2) in Blog Articles, Let’s talk about ethics and image of Public Affairs in Blog Articles"
5dc426a2429c1a4679fb1199_eustartups.webp,https://cdn.prod.website-files.com/65377b9b48dc025491f04eba/6564a8ba576225dd4953a26e_5dc426a2429c1a4679fb1199_eustartups.webp,Image,165853,2630,57,,Assets,
council logo-p-500.png,,Image,164285,10952,15,,,
Artboard 1 copy 13@4x-Ulobby_SoMe-p-1600.jpg,,Image,163352,32670,5,,,
5dc55b051d55e4c25a79b86a_amazonwebservices.webp,https://cdn.prod.website-files.com/65377b9b48dc025491f04eba/6564a8ba1436b01a3dd775e2_5dc55b051d55e4c25a79b86a_amazonwebservices.webp,Image,160735,6266,25,,Assets,
5dc426a15426067b31792149_cullen.webp,https://cdn.prod.website-files.com/65377b9b48dc025491f04eba/6564a8babbc06f110cdb9422_5dc426a15426067b31792149_cullen.webp,Image,157996,2376,58,,Assets,
/webflow.5fb306dc9.js,,JavaScript,155555,77778,2,,Code,
Ulobby-Touchpoints_02_redbg _web_@1x-p-500.webp,,Image,153528,7676,20,,,
gdpr logo-p-500.png,,Image,143194,6819,21,,,
Kopi af Michell _web_@1x.webp,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655b32142e4725cfe6adc186_Kopi%20af%20Michell%20_web_%401x.webp,Image,135379,33162,4,,(deleted),
Kopi af Harris1 _web_@1x.webp,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655b32b6439a45c100df49c6_Kopi%20af%20Harris1%20_web_%401x.webp,Image,134475,32944,4,,Raftopoulos Charalampos,Raftopoulos Charalampos in Team Members
solutions_header-image-p-800.webp,,Image,128028,25606,5,,,
paengine-p-500.jpeg,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/65ca228f95af8815ea510201_paengine-p-500.jpeg,Image,127392,4653,24,,Public Affairs trends 2024: What should we expect?,Public Affairs trends 2024: What should we expect? in Blog Articles
Ulobby_general_03_red-p-500.png,https://cdn.prod.website-files.com/65377b9b48dc025491f04eba/656f2315514bb9063223e907_Ulobby_general_03_red-p-500.png,Image,125479,124844,1,,Assets,
Kopi af Bertel 2 _web_@1x.webp,https://cdn.prod.website-files.com/653a577d19cce92fb520a620/655b314eecf9aadb43def7c1_Kopi%20af%20Bertel%202%20_web_%401x.webp,Image,125204,20200,6,,Bertel Torp,Bertel Torp in Team Members
Ulobby-Data-Driven-Reports_redbg _web_@1x-p-800.webp,,Image,124168,62084,2,,,
5ff57820c870f68e622fcf90_pae_cover_1-p-800.jpeg,,Image,122328,9553,12,,,
5ffc2fb64c3eb132cd1a04b9_Sk%C3%A6rmbillede%202021-01-11%20kl.%2011.59.52-p-800.png,,Image,122129,30532,4,,,
Ulobby_general_04_green-p-500.png,,Image,121327,118400,3,,,
/ulobbyv2.webflow.shared.e525a79e6.min.css,,CSS,120710,120710,1,,Code,
Ulobby_general_02_red-p-500.png,,Image,109205,106323,3,,,
1754555821591-Sosun-p-500.jpeg,,Image,98897,48238,3,,,
/webflow.schunk.88becca20e2601af.js,,JavaScript,95179,47590,2,-99.84,Code,
/webflow.schunk.9ec738675cddca9e.js,,JavaScript,94747,47374,2,,Code,
Ulobby-Data-Driven-Reports_greenbg _web_@1x-p-500.webp,,Image,89093,14849,6,,,
paengine-p-1080.jpeg,,Image,88722,14136,6,,,
J85A7163-p-1080.webp,,Image,88517,88517,1,,,
Ulobby-Stakeholder-Map_redbg _web_@1x-p-500.webp,,Image,88150,11019,8,,,
Kopi af Ulobby2 _web_@1x.webp,,Image,77646,12274,6,,,
5ffc2fb64c3eb132cd1a04b9_Sk%C3%A6rmbillede%202021-01-11%20kl.%2011.59.52-p-500.png,,Image,77602,15520,5,,,
5dc55b0f176b956aa71f8ceb_cloudflare.webp,,Image,75024,2396,26,,,
605b105e991f7d0d0fdb86d9_Ulobby_SoMe_Statements_v2_10-p-500.jpeg,,Image,71036,9499,7,,,
605b105e991f7d0d0fdb86d9_Ulobby_SoMe_Statements_v2_10-p-800.jpeg,,Image,70095,16878,4,,,
solutions_header-image-p-500.webp,,Image,69711,9959,7,,,
655b32d2c053449b8815215e_Kopi af Ulobby2 _web_@1x-p-800.webp,,Image,64451,10094,6,,,
5ff57820c870f68e622fcf90_pae_cover_1-p-500.jpeg,,Image,63914,4653,26,,,
Kopi af casper1 _web_@1x-p-500.webp,,Image,59712,59712,1,,,
Ulobby-Data-Driven-Reports_redbg _web_@1x-p-500.webp,,Image,58969,19656,3,,,
6538e85c79393a89879c08ef_home-hero-bg-svg.svg,,Image,55989,17540,8,,,
Ulobby-Touchpoints_02_greenbg _web_@1x-p-800.webp,,Image,55610,27805,2,,,
J85A7163-p-800.webp,,Image,53201,53201,1,,,
/ulobbyv2.webflow.shared.8445c94a2.min.css,,CSS,48277,24139,2,,Code,
paengine-p-1600.jpeg,,Image,47531,23107,2,,,
/ulobbyv2.webflow.eadd9ca7f.min.css,,CSS,46651,23326,2,,Code,
paengine-p-2600.jpeg,,Image,43308,42672,1,,,
story_bg-image-p-1080.webp,,Image,42351,42351,1,,,
Kopi af Mariann _web_@1x-p-500.webp,,Image,37982,37982,1,,,
Kopi af Sosun 2 _web_@1x-p-800.webp,,Image,34074,34074,1,,,
Ulobby-Touchpoints_02_greenbg _web_@1x-p-500.webp,,Image,32174,16087,2,,,
Ulobby-Issue-overview-screen_greenbg _web_@1x-p-500.webp,,Image,31899,7975,4,,,
paengine-p-2000.jpeg,,Image,31138,30522,1,,,
Kopi af Raul1 _web_@1x-p-500.webp,,Image,27710,27710,1,,,
story_bg-image-p-800.webp,,Image,27595,27595,1,,,
J85A7163-p-500.webp,,Image,26117,26117,1,,,
Kopi af Michell _web_@1x-p-500.webp,,Image,23400,23400,1,,,
Kopi af Harris1 _web_@1x-p-500.webp,,Image,20510,20510,1,,,
Kopi af Sosun 2 _web_@1x-p-500.webp,,Image,18560,18560,1,,,
story_bg-image-p-500.webp,,Image,14787,14787,1,,,
Kopi af Bertel 2 _web_@1x-p-500.webp,,Image,13366,13366,1,,,
/webflow.schunk.36b8fb49256177c8.js.map,,JavaScript,7736,645,12,,Code,
/webflow.3462c0ae.1da66e3f8e27d363.js.map,,JavaScript,7476,623,12,,Code,
655b32d2c053449b8815215e_Kopi af Ulobby2 _web_@1x-p-800-p-500.webp,,Image,5466,5466,1,,,
/webflow.schunk.10d9285bc5893c0c.js.map,,JavaScript,3698,616,6,,Code,
/webflow.schunk.0d741df778e0ff62.js.map,,JavaScript,3671,612,6,,Code,
/webflow.30a62126.ea04853b663c4321.js,,JavaScript,3236,1618,2,,Code,
Mariann (1,,Other,1888,629,3,,,
/ulobbyv2.webflow.shared.6d272acdc.min.css.map,,JavaScript,1854,618,3,,Code,
/ulobbyv2.webflow.shared.856546408.min.css.map,,JavaScript,1821,607,3,,Code,
"656083ab748b8aa9f51a19b7_Ulobby-Data-Driven-Reports_redbg _web_@1x-p-500.webp 500w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69d4e8e43ede98d87559d1e7_656083ab748b8aa9f51a19b7_Ulobby-Data-Driven-Reports_redbg _web_@1x-p-800.webp 800w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69d4e8e43ede98d87559d1e7_656083ab748b8aa9f51a19b7_Ulobby-Data-Driven-Reports_redbg _web_@1x.webp 1004w",,Other,1284,642,2,,,
"IMG_0342-kopi-p-500.jpeg 500w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi-p-800.jpeg 800w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi-p-1080.jpeg 1080w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi-p-1600.jpeg 1600w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi-p-2000.jpeg 2000w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi-p-2600.jpeg 2600w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi-p-3200.jpeg 3200w, https://cdn.prod.website-files.com/653a577d19cce92fb520a620/69ddf310d1f53027400a5579_IMG_0342-kopi.jpeg 3214w",,Other,1264,632,2,,,
Mariann (1)-p-500.webp,,Image,1153,1153,1,,,
Bertel 2-p-500.webp,,Image,1133,1133,1,,,
Ulobby_general_06_red-p-500.png,,Image,1129,102171,1,,,
5fcf7e9de8f1ce833f320bf0_Skærmbillede 2020-12-08 kl. 14.12.57.png,,Image,683,683,1,,,
606d794db669fcc70ec3b774_Copy of TwitteCard_Ulobby10.jpeg,,Image,670,670,1,,,
/webflow.d7e944e0.4b755745a14e289b.js.map,,JavaScript,612,612,1,,Code,
